url,job_id,job_type,title,date_posted,salary,description,tags,company
https://www.onlinejobs.ph/jobseekers/job/Lead-Media-Buyer-1596582,,Any,Lead Media Buyer,2026-04-20 03:22:32,$700 – $1200,"Seeking: Expert Meta Ads Media Buyer Requirements • Proven experience running Meta (Facebook / Instagram) ads for eCommerce brands • Strong understanding of CPA, ROAS, CTR, hook rate, and hold rate • Experience testing creatives and scaling winning ads •…","Facebook Ads, Ads Management, Media Buying",
